populacao,indice_renda_per_capta,porcentagem_nivel_basico,porcentagem_sem_nivel_medio,porcentagem_com_nivel_superior,porcentagem_desempregados,porcentagem_de_roubos_a_cada_100_mil
45226,9081,18.51,38.54,15.58,12.45,148.31
45309,11812,8.47,24.18,17.76,6.61,80.2
45532,16723,6.55,21.62,17.59,04.01,50.46
45549,9535,9.19,30.73,8.39,12.83,464.45
45608,15882,4.26,15.79,22.32,7.16,22.68
45857,11517,4.85,13.08,32.75,7.14,78.11
45895,15912,3.28,13.58,22.02,4.38,77.86
45991,12992,10.3,28.57,12.78,7.84,139.51
46070,32301,1.75,5.29,52.65,3,36.21
46079,14643,4.64,19.86,14.95,7.89,126.3
46080,11385,4.83,16.93,22.16,06.09,33.37
46109,12914,11.05,26.22,20.37,6.66,167.71
46194,16668,9.6,26.93,16.36,5.26,386.45
46209,15269,2.1,05.02,63.78,5.43,45.34
46325,17093,8.75,25.73,16.07,4.79,243.89
46380,12606,7.24,19.98,15.05,7.63,182.16
46521,15316,5.28,15.27,25.52,3.72,95.96
46535,12360,13.22,26.75,21.17,5.1,145.55
46561,19072,3.29,9.7,33.52,2.86,48.31
46567,14742,10.75,28.56,18.88,8.65,837.31
46951,13791,5.93,18.27,17.94,07.01,72.83
47025,25131,5.87,14.66,35.8,3.91,32.4
47039,17002,09.07,20.82,20.91,5.31,43.52
47089,17047,5.84,15.72,31.61,4.6,89.68
47181,21292,9.78,25.41,21.52,7.2,368.69
47198,11347,2.31,4.86,54.14,4.29,10.69
47217,16747,4.56,19.32,20.5,4.66,84.21
47358,16717,3.22,14.04,22.32,3.86,29.83
47409,18662,1.33,04.04,39.17,3.43,26.07
47564,13686,10.56,23.51,14.35,7,380.52
47585,21518,03.08,8.28,31.81,2.92,59.13
47669,9429,27.22,49.9,6.93,9.88,703.25
47828,18573,4.47,16.32,22.16,4.3,88.09
47923,24080,2.64,7.71,45.56,2.64,73.16
48290,25441,4.69,11.12,36.39,3.63,188.58
48370,25221,1.53,5.75,43.15,3.65,25.36
48404,24230,5.82,11.04,38.35,4.77,163.64
48414,15744,18.23,35.46,18.21,7.69,159.08
48478,22137,5.33,14.32,33.68,3.11,30.12
48622,15426,6.67,21.94,19.21,7.56,62.11
48655,19285,5.2,16.76,19.89,5.15,18
48718,24330,7.88,19.69,37.48,05.02,169.08
48735,9183,26.89,40.73,14.8,9.65,114.91
48761,14374,10.58,25.96,20.54,5.68,162.61
48949,11268,13.33,32.56,17.12,6.9,449.66
48997,12593,13.64,33.07,16.67,5.66,384.05
49188,10887,14.08,31.37,18.4,11.25,252.87
49256,13339,10.77,16.58,26.39,4.41,5.68
49366,19065,4.53,11.27,38.46,2.26,122.72
49381,13071,13.8,28.92,25.88,6.58,57.27
49389,18574,09.02,22.22,21.25,4.97,153.58
49425,11902,7.24,14.24,29.28,05.08,27.78
49676,12740,11.53,24.6,13.24,5.25,43.33
49708,14953,5.32,20.82,19.01,5.55,363.52
49832,13613,18.52,33.25,12.08,8.8,125.23
49847,14601,10.13,26.64,16.47,5.88,1188.9
49848,20566,4.45,12.66,37.63,2.81,25.64
49938,19099,6.22,18.1,23.39,5.5,89.63
49998,13297,11.25,30.7,17.89,8.23,937.02
50008,13351,5.36,15.41,22.14,6.2,31.45
50024,18444,10.57,25.17,21.5,4.56,272.74
50323,13160,6.78,18.17,20.13,5.79,113.89
50380,14387,14.33,33.08,15.97,5.57,40.24
50418,11472,8.85,28.73,6.73,9.21,109.38
50452,16575,10.02,26.18,13.58,5.28,158.38
50553,24812,1.51,7,37.16,03.06,37.95
50618,14059,5.6,16.54,16.87,4.62,42.7
50627,11774,11.21,30.3,12.97,8.76,239.58
50677,11212,0.93,3.38,71.23,7.57,55.33
50686,17520,7.41,19.05,24.89,4.86,110.3
50689,18120,5.44,14,25.55,4.48,154.83
50889,21908,1.57,5.56,41.39,3.24,21.41
50961,16151,7.79,23.64,21,4.69,798.32
51003,10898,9.55,19.28,21.43,6.24,25.35
51206,14914,7.89,19.75,16.32,3.5,71.37
51266,16196,9.97,23.7,18.39,5.51,165.02
51288,18523,1.48,5.49,34.29,03.06,28.78
51412,13437,8.82,30.6,6.93,7.54,150.35
51418,15464,8.5,21.96,21.02,7.13,108.92
51464,22433,3.52,7.8,49.38,2.42,16.62
51555,14037,6.1,15.48,20.45,5.98,34.68
51618,18654,5.9,16.38,24.89,3.7,156.05
51638,9796,26.03,46.16,9.96,8.41,506.84
51874,14638,13.79,27.68,13.89,6.45,138.56
51881,10398,9.35,26.66,9.48,8.18,76.02
52133,14447,6.14,18.84,15.53,5.85,45.36
52141,11831,17.59,36.09,12.26,07.06,288.42
52179,13698,05.02,14.77,28.16,4.73,75.78
52267,12687,05.06,17.72,16.81,6.58,135.69
52303,19930,4.53,12.15,27.19,3.68,71.91
52315,17215,2.53,9.65,43.46,3.89,34.09
52376,11037,10.23,32.78,14.02,10.31,992.12
52422,25791,02.04,07.07,36.98,2.72,32.36
52434,19383,6.97,15.22,32.38,3.83,97.95
52456,9262,2.45,6.23,58.92,5.98,42.84
52721,11326,5.73,18.56,15.87,7.25,136.96
52931,16700,3.64,13.32,24.25,4.93,269.29
53008,12106,9.83,26.12,19.83,8.21,121.45
53056,11344,20.69,42.55,12.42,8.71,142.41
53170,20345,6.78,14.97,30.88,3.26,33.52
53223,18231,6.67,16.86,21.58,03.05,44.1
53240,18966,3.63,10.78,37.02,3.67,394.11
53310,17107,2.73,8.52,35.99,3.79,86.06
53367,14453,05.04,17.7,16.01,4.64,159.67
53418,26895,5.24,13.43,40.91,4.16,64.54
53540,12963,7.47,23.41,15.77,10.22,251.77
53549,11492,12.91,28.16,15.31,7.85,97.95
53589,13047,11.71,29.55,19.26,4.87,204.48
53672,21497,2.62,9.37,37.02,3.55,113.32
53691,20699,3.83,11.27,31.33,3.96,157.86
53762,14865,9.5,22.53,20.58,4.49,213.79
53797,15393,5.68,18.6,18.92,5.21,44.59
53884,15820,7.2,22.12,20.12,7.65,145.92
54021,15810,8.49,25.52,17.18,5.45,124.89
54052,18228,3.61,11.92,45.02,4.81,52.2
54063,18392,2.94,12.45,21.73,5.56,39.5
54249,8658,21.16,41.07,09.06,8.18,565.48
54516,31845,2.3,7.46,47.77,3.49,17.85
54523,12469,6.52,15.07,23.35,5.21,42.92
54718,29044,03.05,6.82,63.68,4.8,127.73
54732,12684,17,37.58,15.98,5.3,505.51
54780,12963,20.35,38.66,12.63,7.2,351.19
54827,11593,14.07,29.06,16.5,9.92,277.8
54844,12005,11.89,27.58,20.85,10.76,153.8
54909,10037,14.15,31.32,23.71,11.99,221.23
55002,11691,12.26,26.26,26.89,5.78,140.55
55006,11843,8.38,21.39,19.6,4.82,12.35
55076,12332,15.17,29.31,15.79,6.83,132.85
55180,11467,7.35,15.1,23.87,5.91,13.57
55530,12077,9.78,26.95,20.74,6.21,437.59
55551,10693,15,38.62,13.47,6.47,472.19
55900,32489,1.9,5.27,65.16,2.4,106.62
56065,7238,46.43,69.4,5.26,12.78,935.85
56177,14921,7.29,15.51,23.84,3.85,15.68
56216,10237,17.12,30.87,15.79,9.99,199.5
56381,15541,2.38,9.28,20.89,4.7,117.97
56475,18859,05.02,16.79,24.22,4.49,50.98
56741,19330,3.2,11.78,27.28,4.19,56.53
56788,15964,4.76,20.07,21.8,4.97,161
56958,14915,5.89,14.86,25.3,03.09,31.34
57140,9530,14.49,34.5,16.56,11.05,444.61
57287,16067,9.19,22.75,28.6,7.34,515.98
57407,16941,7.38,21,23.66,5.8,64.32
57483,10527,8.83,27.66,15.83,8.33,79.03
57546,12377,9.4,21.58,19.42,05.01,23.59
57878,16777,8.94,21.02,26.48,06.05,43.57
58012,11089,28.42,49.46,10.71,10.87,507.07
58041,11057,23.34,44.38,14.2,10.94,678.12
58043,13931,3.4,10.38,24.75,3.76,22.7
58282,14708,11.24,27.54,29.3,5.67,423.65
58362,11018,6.21,24.21,11.26,7.16,222.22
58441,46070,4.43,11.26,48.97,3.8,30.34
58724,9706,16.7,34.55,10,12.78,410.67
59070,12399,13.74,29.99,21.08,8.93,490.56
59177,10454,22.12,47.73,6.1,8.44,322.84
59459,12161,10.09,28.67,12,8.19,160.8
59479,15618,10.96,27.41,15.85,5.13,163.36
59564,12276,20.28,39.19,14.61,6.73,412.43
59646,13224,6.33,20.82,18.76,6.39,333.03
59682,12916,11.44,25.79,11.82,5.53,195.07
59718,16258,5.2,15.86,29,4.87,76.77
60110,26943,5.83,12.68,46.63,3.96,129.61
60167,26230,2.66,9.58,40.44,3.38,224.6
60394,17825,5.71,15.38,31.26,4.78,231.3
60536,11461,11.86,23.42,25.08,5.67,38
60569,26354,1.71,5.64,46.92,3.27,67.37
60569,18988,04.09,13.22,28.58,03.09,73.8
60633,10616,4.65,13.51,47.94,6.83,15.84
60640,16909,10.04,24.97,15.39,5.25,80.8
60738,13290,16.24,30.03,22.41,6.15,508.49
60838,16493,8.41,25.94,13.72,5.89,184.26
61018,12982,10.72,34.13,11.83,9.91,1508.01
61284,12118,18.87,34.29,10.7,7.78,267.12
61368,11108,12.14,33.44,9.9,7.94,377.31
61444,16159,11.39,29.95,16.61,5.88,167.75
61492,28307,3.65,11.56,34.86,3.29,121.6
61607,13079,9.4,24.92,22.99,5.56,217.14
61741,12390,10.03,26.96,17.49,5.39,514.42
61815,14304,8.95,27.66,11.97,5.88,571.62
61840,10904,11.7,32.33,9.75,10.83,342.68
61842,16219,7.97,19.24,19.18,4.78,67.44
61921,11901,8.81,26.4,16.46,7.89,531.76
61945,7260,35.64,59.08,3.91,12.46,1037.86
62195,15153,5.72,17.42,14.87,6.63,213.94
62632,12645,05.01,17.89,16.66,5.84,60.3
63126,21764,4.12,10.4,35.8,4.81,145.92
63221,13978,7.3,20.84,12.36,04.01,126.31
63374,19569,5.55,15.9,25.41,5.19,334.74
63535,9582,5.11,14.16,14.42,9.52,264.17
63850,12963,12.87,28.77,14.67,7.87,154.24
63891,13271,6.7,21.43,13.17,5.13,180.07
63909,10754,7.78,24.93,16.21,8.2,141.43
64358,14914,6.66,16.81,29.61,6.75,148.86
64407,14593,6.13,20.84,16.67,4.86,171.95
64942,16427,4.19,17.51,17.34,5.39,101.77
64989,20407,5,13.9,36.38,6.42,53.43
65410,18065,3.64,13.95,28.42,4.36,71.21
65452,16747,05.08,18.2,20.9,3.51,124.48
65566,12569,8.56,25.24,17.32,7.16,264.97
65585,19300,10.08,23.53,26.92,5.4,109.78
65674,14539,6.32,22.95,13.81,3.9,82.9
66049,12657,13.61,30.52,21.74,5.97,159.32
66072,20292,8.12,18.45,27.09,3.82,155.59
66270,12013,8.81,18.06,36.45,06.07,144.65
66462,13040,5.96,19.01,16.64,8.74,155.58
66467,12475,8.29,22.09,14.09,7.22,185.51
66473,16523,5.59,20.23,16.51,5.55,40.9
66643,45434,1.1,4.69,50.25,03.01,59.14
66692,21702,3.84,12.34,31.73,3.91,231.92
67153,15835,11.54,29.22,20.41,7.41,663.2
67460,22436,6.41,13.37,40.75,3.17,116.41
67561,9726,2.42,10.02,30.45,4.35,15.77
68183,21882,4.77,15.09,29.77,4.65,18.22
68223,17563,7.34,20.55,16.93,5.29,512.61
68235,13526,05.03,16.35,15.89,4.36,137.51
68586,20826,03.07,9.45,34.23,2.45,58.61
68637,10726,15.21,32.62,12.31,9.39,265.72
68784,15176,08.05,23.34,15.93,5.7,277.95
68842,14606,5.4,20.16,13.3,6.92,240.52
69101,12452,05.02,12.8,44.98,4.91,144.55
69330,8858,27.25,49.5,9.68,8.45,268.02
69348,24458,3.83,12.48,40.91,3.16,96.85
69496,13324,12.9,31.81,18.09,5.27,396
69512,8944,10.42,31.43,9.25,17.82,674.65
69961,13829,5.87,19,14.2,6.38,209.74
70207,9686,21.36,43.01,9.74,14.99,609.82
70218,10315,8.24,26.15,11.41,4.82,633.41
70311,12761,7.78,22.56,18.91,7.22,265.26
70487,10648,9.79,31.67,10.88,8.74,294.21
70576,13487,9.4,26.03,19.27,6.59,505.92
70580,11475,15.01,30.58,18.36,10.56,226.41
70745,16533,4.97,10.91,33.17,3.5,28.76
70811,12955,09.06,31.8,6.76,8.88,200.22
71166,9847,12.04,37.61,7.95,14.4,607.12
71245,10676,11.46,32.49,7.67,9.32,117.93
71349,13880,10.94,26.11,15.71,6.89,1182.19
71479,14490,5.15,17.65,16.86,4.9,89.9
71742,18950,12.35,27.14,20.43,4.71,96.79
72033,12884,8.85,22.51,21.33,6.98,339.48
72388,11862,8.65,26.81,10.16,8.12,424.12
72411,17382,9.75,26.27,18.38,6.34,814.31
72644,12865,16.58,38.37,13.06,7.98,170.76
72798,12994,9.81,26.71,16.74,5.61,82.21
72820,24160,1.38,6.33,39.1,2.9,37.99
72884,23249,3.54,11.07,39.89,3.19,35.23
73233,22346,4.87,10.82,57.99,4.28,299.77
73552,12376,9.96,30.7,14.65,11.76,1541.82
73557,17446,5.49,18.63,17.67,4.33,343.29
74111,13554,5.52,11.27,30.24,4.18,20.05
74625,15456,3,11.6,23.76,4.19,54.33
74840,21335,1.89,6.66,45.89,3.88,116.81
74991,14934,5.24,18.63,15.22,4.35,25.5
75058,12840,01.05,6.93,29.42,3.56,32.06
75450,13400,9.69,22.95,24.74,08.08,280.28
75460,22864,3.85,10.22,39.55,2.65,25.95
75491,14715,15.44,35.25,16.67,7.84,307.64
75494,11252,7.4,18.69,18.47,6.29,119.71
75636,12994,12.15,24.77,19.65,6.83,195.32
75695,12825,8.6,20.87,23.79,7.33,682
75728,21098,5.17,15.21,34.68,5.77,254.26
76060,15922,8.52,26.03,21.11,5.96,46.89
76095,15292,10.42,23.88,17.96,5.76,253.84
76210,15179,11.08,24.82,30.88,6.33,177.45
76371,17305,6.98,21.2,20.59,05.01,45.77
76459,19833,04.09,11.89,31.26,3.53,302.28
76836,13091,11.47,28.94,14.61,7.8,357.29
77010,13929,12.01,25.97,18.3,5.37,127.31
77211,13713,4.69,15.84,15.43,6.11,223.29
77671,17874,7.8,20.35,20.85,4.84,181.19
77759,11469,11.4,27.92,27.29,6.93,350.57
78118,15530,10.13,24.87,18.15,5.72,252.02
78122,10496,14,33.63,17.83,10.85,571.68
78331,23075,7.84,20.48,29.54,4.69,238.85
78380,11041,16.1,41.57,8.52,8.63,708.13
79443,18319,3.42,10.81,31.47,3.85,44.67
79662,18010,6.63,17.31,28.84,06.03,16.16
80071,13690,4.16,12.86,38.05,06.05,43.27
80277,11956,6.86,20.41,29.79,9.17,302.07
80352,12284,9.18,26.84,12.18,7.8,150.34
80414,14093,9.29,23.46,29.44,5.15,441.31
80505,12339,8.56,22.1,17.54,5.59,145.58
80561,10772,5.78,18.47,18.98,9.2,185.9
81177,15497,6.28,19.96,21.68,4.78,112.63
81245,13026,10.02,26.81,14.33,9.34,470.19
81805,11108,11.05,29.59,13.59,6.55,107.37
82106,13436,14.56,27.91,22.92,06.05,366.59
82169,19065,4.14,10.15,37.45,3.85,67.68
82585,28840,3.72,8.34,57.22,3.94,31.46
83312,17268,2.13,05.08,58.87,05.05,45.59
83816,29627,4.7,12.2,46.65,4.37,116.89
83995,13749,12.8,28.65,17.06,7.17,375.79
84021,9814,31,42.14,19.07,10.26,139.04
84161,10133,10.62,32.97,9.67,11.23,635.06
84236,11576,10.33,30.67,9.22,8.93,336.24
84298,11858,10.14,28.02,14.85,7.63,374.82
84474,11353,14.84,29.08,17.61,7.71,43.14
84724,15079,6.39,24.31,11.39,6.26,112.02
84770,11549,05.08,15.16,40.49,6.59,412.81
84985,17436,5.52,17.25,23.22,6.92,75.74
85351,23934,1.7,4.54,54.42,2.38,21.6
85427,16371,06.04,22.18,21.26,5.44,40.83
85486,22746,6.39,14.73,30.16,4.25,134.8
85493,12484,6.48,18.58,22.51,7.22,62.51
85571,18934,10.13,20.9,33.12,4.6,184.76
85866,16864,5.69,19.85,14.53,06.03,72.53
86284,8368,36.2,59.05,5.25,10.81,637.66
86335,20032,2.51,8.76,31.69,3.28,75.59
86835,8408,2.4,10.15,34.54,5.85,19.89
86874,23816,1.84,5.82,45.65,03.03,86.42
86905,29134,5.51,12.51,43.39,4.81,818.44
87425,14630,9.43,23.31,22.15,9.43,1105.38
87492,7276,20.02,50.33,6.44,16.3,1985.69
87535,11585,10.59,28.02,9.44,7.37,415.32
87758,13439,3.6,8.55,42.71,5.64,25.64
88675,11018,16.44,41.82,10.53,10.86,844.73
88680,20961,5.5,15.51,33.82,4.46,89.83
88693,13518,6.71,21.49,14.45,07.07,260.94
89235,15642,03.07,11.62,25.05,5.17,49.07
89286,16852,10.57,24.11,21.71,6.24,215.77
89443,16201,9.41,21.7,28.99,6.24,92.88
89699,11588,14.32,30.51,13.64,7.55,151.22
90454,7842,25.38,48.77,6.16,14.33,999.36
90533,14720,5.78,14.24,26.2,4.54,66.45
91444,16696,8.96,23.71,16.32,5.43,317.76
92311,14744,9.7,21.19,24.21,5.43,174.59
92639,16504,16.88,34.51,21.2,8.9,812.86
92703,10966,33.08,53.3,8.43,9.93,62.28
92788,13455,7.74,25.62,12.94,9.22,373.2
93086,18213,9.23,22.57,19.84,4.85,111.35
93613,19676,6.55,16.45,30.77,4.43,87.33
93643,18897,8.38,20.32,22.92,5.12,208.65
94279,11713,16.22,35.34,9.92,6.64,388.15
94440,12925,12.13,24.79,27.26,8.73,238.05
95333,12557,7.16,21.19,20.14,6.51,297.71
95706,8544,10.61,34.39,8.3,15.6,836.42
95802,19879,07.09,15.65,54.17,5.15,269.58
96086,15862,6.57,19.41,20.2,4.96,265.85
96357,18750,7.4,16.52,27.26,4.17,186.01
96397,12513,13.56,32.03,15.65,5.47,222.3
96466,12969,09.08,19.15,16.66,5.42,44.43
97291,14842,5.84,19.72,16.2,6.94,219.56
98052,12210,9.23,23.98,31.66,5.87,637.58
98640,10168,12.19,26.79,13.77,9.28,160.24
98784,16726,6.23,19.78,20.36,4.8,209.15
98962,6284,40.23,54.51,12.21,15.3,244.29
99405,13574,7.94,16.75,22.72,3,39.86
99567,15111,11.74,25.06,19.57,07.07,142.65
99581,13335,13.42,28.76,18.61,06.05,284.93
99922,10923,31.05,50.34,9.72,12.16,343.71
100217,18630,3.42,13.34,21.12,4.11,50.24
100850,19145,4.73,15.33,23.79,4.5,81.21
101082,13742,8.95,22.28,29.51,06.09,459.68
101409,17239,4.49,14,21.06,4.87,186.35
101484,14115,5.36,18.76,18.31,4.74,118.34
102724,18720,4.11,9.68,58.67,5.62,812.3
103439,12701,16.6,34.21,15.51,10.68,312.7
103590,10195,13.01,31.62,17.02,8.39,419.89
103907,11158,12.62,33.36,11.62,7.33,713.84
104352,23682,3.3,10.22,34.95,3.95,58.28
105090,12822,11.62,30.56,15.27,6.26,307.07
105511,11949,9.19,28.02,18.46,7.82,432.92
106209,8056,31.87,55.72,06.01,9.4,594.18
106612,11502,15.65,36.08,15.32,8.38,344.55
107786,12641,6.8,18.46,21.69,6.4,177.07
108056,27092,7.21,18.81,35.13,05.08,251.87
108635,14647,9.94,22.05,18.25,6.23,183.86
108718,10715,8.74,27.67,13.99,8.85,392.35
108777,11351,23.31,37.7,13.02,10.81,465.05
108961,14209,15.26,33.18,14.11,7.77,278.2
109199,14271,6.8,19.04,19.2,6.55,534.61
109592,17786,2.22,06.08,64.22,3.81,117.89
109602,11899,17.16,34,14.93,10,1201.21
110002,12112,20.43,41.52,11.46,9.91,821.72
110330,25332,1.39,4.88,52.85,3.32,45.94
110642,21073,3.76,12.06,25.87,3.51,105.39
110658,19064,8.11,18.34,25.58,4.57,199.37
111183,25509,6,13.09,48.55,3.5,329.78
111348,17566,3.65,11.93,26.14,4.58,186.75
111498,15048,9.23,23.75,16.99,6.11,343.46
112301,13208,6.88,21.65,13.74,5.46,121.62
112669,13886,3.96,11.44,34.88,6.42,138.07
113313,17259,4.94,14.3,26.88,4.62,167.59
114144,19098,7.99,17.28,29.83,4.66,221.37
114323,12751,9.87,24.84,19.72,7.84,582.83
116646,8994,11.68,35.24,8.81,16.6,810.28
117229,22309,4.68,12.91,37.06,3.96,88.2
117810,17084,7.18,19.34,18.53,05.05,35.78
118779,13474,5.78,18.18,14.29,7.31,373.54
119363,12402,12.51,30.24,10.89,7.38,145.76
121697,16303,8.59,27.12,15.71,06.05,374.31
122700,12205,6.92,22.07,18.3,8.43,251.13
122899,6981,36.26,51.16,11.63,11.24,106.72
124773,13247,5.59,14.48,40.72,5.56,581.91
126272,12564,11.05,27.61,14.56,7.12,115.62
126481,16726,03.03,11.82,29.63,4.78,134.71
128398,14522,7.47,18.79,18.79,6.82,303.48
128713,21820,2.4,6.78,46.58,2.88,56.12
130069,23482,2.69,9.18,34.51,4.4,83.02
130474,12968,11.86,28.97,26.7,9.25,1035.08
131591,19588,11.37,22.48,36.26,6.3,618.49
131723,10728,21.66,40.4,13.13,09.08,688.14
133107,22095,3.85,12.38,31.23,3.95,309.54
133179,12120,14.44,31.47,10.98,7.32,473.79
133793,13099,6.84,20.31,19.07,5.87,233.28
133850,16091,5.49,18.06,22.41,5.5,283.66
135163,14102,9.55,24.31,17.65,06.08,305.99
136611,14498,8.72,21.54,35.4,4.72,580.92
137560,10978,11.35,29.91,16.56,7.77,579.07
139426,14109,8.89,25.24,18.72,6.11,542.39
139739,11081,18,40.56,14.44,10.73,1000.84
140494,11878,8.76,23.03,20.66,5.72,90.05
140761,10415,8.86,30.71,10.31,18.29,747.84
140891,10518,22.45,45.12,8.71,11.04,783.41
141686,13156,17.99,38.91,12.28,10.62,1172.43
141865,15530,3.32,10.08,36.75,5.19,163.37
142216,12096,23.66,38.66,13.01,6.71,316.52
143050,13976,11.29,25.6,16.14,6.21,289.17
148134,13524,6.74,17.42,17.7,5.99,181.82
149377,19814,9.15,25.83,21.85,6.68,768.17
151976,13817,7.95,22.89,16.9,4.23,179.28
152466,12332,12.71,31.04,18.24,6.9,458.48
155037,16424,7.43,19.29,26.19,5.24,110.1
156983,11584,11.76,30.39,15.05,9.34,450.73
157615,12744,8.61,24.28,17.77,6.76,123.7
159789,16204,6.44,17.99,33.33,5.51,198
159936,13482,4.69,16.96,30.44,5.58,283.33
160728,11838,16.42,37.24,21.63,9.18,424.55
163860,11351,11.07,28.84,21.98,8.17,351.5
164164,10865,12.54,31.91,12.71,10.69,848.7
164693,13879,7.62,21.9,22.59,4.56,616.2
164730,13572,10.05,25.21,15.82,8.9,200.85
165121,12108,12.59,29.21,21.73,7.11,346.59
169759,13393,10.96,27.09,21.05,8.27,377.65
170045,12711,6.89,20.66,18.44,5.93,39.24
173072,12726,7.5,22.88,15.74,6.15,298.4
173339,20101,4.42,13.4,29.93,4.19,73.17
174820,14183,08.09,22.23,19.65,7.1,295.8
175795,15307,6.11,18.05,30.34,5.26,628.25
176664,12272,6.74,20.74,15.78,7.19,545.48
177196,12375,5.74,16.79,21.03,8.12,180.65
179278,11949,11.26,28.48,16.61,7.16,236.96
180038,17966,11.54,22.83,28.55,6.95,197.91
180650,15056,6.37,17.45,24.32,4.9,148.07
182044,9946,10.74,31.66,12.29,10.39,822.52
183521,15644,7.63,20.79,29.94,4.52,396.22
186206,12322,11.4,24.43,25.96,6.56,142.33
187106,12755,8.69,24.25,24.61,7,285.21
188082,17484,11.2,26.45,21.91,6.48,465.18
189126,12070,8.4,23.55,20.85,7.35,433
191262,15143,3.84,9.38,41.98,3.52,161.1
193187,13710,5.59,18.98,18.9,4.95,138.63
196278,12509,9,25.16,21.42,9.13,575.34
196637,12216,09.01,24.97,26.91,8.79,771.31
198525,11663,10.01,25.92,19.61,11.45,423.1
203056,13993,12.2,31.91,24.24,6.43,776.83
207951,16896,4.77,13.44,40.56,3.97,330.02
210943,11331,17.72,33.37,15.01,10.28,694.52
219531,12398,8.8,23.24,28.34,9.35,814.75
222103,15255,2.53,9.7,26.3,4.71,300.07
223019,12015,8.14,27.15,14.85,09.01,376.91
226338,19620,2.81,9.61,26.85,6.46,224.06
226505,14235,8.84,22.23,19.32,6.91,529.94
228537,13060,14.08,34.32,21.43,10.83,1100.38
231636,11704,11.03,31.21,18.99,8.8,709.86
257453,11755,14.99,29.13,17.82,8.27,181.39
258295,14737,6.86,23.7,13.37,6.57,497.88
261229,11643,8.78,27.31,16.82,6.1,585.59
261721,16239,3.71,12.19,29.99,4.99,242.88
265968,10127,10.65,30.7,16.15,9.24,630.15
266406,15746,12,24.59,18.76,5.56,320.58
269063,11527,12.85,32.81,17.23,8.24,510.93
275221,9424,21.97,48.79,8.55,14.71,2264.13
280015,13277,11.47,29.37,18.7,6.54,1022.83
280039,17622,7.33,18.13,23.85,4.43,138.84
286215,13975,3.73,12.38,26.69,6.73,127.78
288091,13506,4.97,15.21,20.99,5.11,126.29
293742,10019,33.07,50.28,10.59,8.52,645.25
304011,14516,5.75,18.13,22.73,5.8,423.15
328123,10445,12.42,32.71,16.05,11.58,927.67
332943,11894,8.57,26.84,14.06,9.92,492.02
354202,11528,15.86,30.99,19.09,8.52,741.06
358548,9799,30.89,52.37,12.79,11.02,1869.98
364040,12547,10.23,30.39,22.17,7.84,646.84
367302,15434,05.03,17.74,25.82,06.09,303.06
368383,14830,6.54,17.42,30.3,6.67,888.43
369365,14087,10.13,23.06,23.49,7.6,614.62
369879,12580,09.03,27.55,20.12,09.07,784.71
372242,14676,11.96,25.61,27.18,9.38,1209.17
384736,14013,5.9,16.09,28.43,6.32,369.78
393069,15242,03.06,12.03,25.5,3.86,144.74
394017,15279,10.96,30.13,26.65,9.13,1495.04
395934,16793,06.02,19.02,28.35,4.16,593.04
405390,11184,9.36,21.39,20.71,8.12,198.68
429433,15639,11.53,24.49,23.22,6.54,852.46
435146,13799,6.95,21.2,22.05,7.23,873.3
437319,14478,5.62,17.1,25.95,6.16,502.59
444719,13528,07.06,21.78,21.57,07.06,369.77
447619,13162,12.39,28.38,21.47,7.43,597.41
465622,14295,7.84,17.67,34.4,6.32,309.75
467610,15590,7.68,20.8,29.05,6.77,368.3
496938,11372,13.24,31.86,22.44,12.41,1053.46
505616,9258,12.53,41.24,08.06,14,867.95
515342,9603,22.23,34.67,16.2,9.85,264.48
516259,18308,5.17,13.57,37.9,4.88,502.57
574283,15581,10.34,24.3,30,8.32,741.04
606900,18881,9.56,26.85,33.31,07.03,1282.85
610337,11682,10.89,29.57,17.48,8.71,866.91
628088,11106,9.81,28.5,14.83,8.88,646.14
632270,13143,5.66,21.31,24.57,5.91,608.55
672971,13857,7.26,23.13,18.39,5.2,530.66
723959,19695,11.33,21.98,35.04,6.2,1144.95
736014,11994,14.81,39.35,15.47,9.16,1737.69
741952,14605,6.95,23.46,21.87,5.58,548.17
782248,16905,10.84,22.84,25.33,5.54,144.13
935933,10884,17.05,30.87,17.84,8.92,297.93
983403,14096,8.79,21.28,19.94,6.64,316.57
1006877,16300,12.32,26.55,27.12,7.43,712.03
1027974,9443,12.02,37.85,9.61,19.67,1362.78
1110549,16401,8.15,17.74,29.77,5.72,401.72
1585577,12091,11.29,35.69,15.22,9.62,753.74
2783726,12899,15.27,33.95,19.45,11.32,1279.69
3485398,16188,18.4,33,22.96,8.34,1108.27
7322564,16281,14.1,31.68,22.98,8.98,1174.95
