POPULACAO,RENDA,SEM_BASICO,SEM_MEDIO,COM_SUPERIOR,DESEMPREGADOS,VIOLENTOS,N_VIOLENTOS,CRIMES
31100,16107,6.25,16.88,21.91,4.6,542.71,2498.23,3040.94
31258,10638,10.52,31.67,11.91,8.96,191.96,3702.5,3894.46
31282,13216,1.96,15.77,20.38,3.27,275.53,8969.4,9244.93
31287,21734,6.11,16.13,32.71,03.08,288.37,3647.57,3935.94
31300,13053,8.32,22.23,20.97,6.4,123.1,3396.77,3519.87
31306,31265,1.15,4.27,48.33,2.41,25.7,1765.89,1791.59
31342,12610,7.74,23.51,8.91,5.5,377.16,2802.19,3179.35
31384,9898,23.25,40.47,13.52,13.9,690.81,7453.28,8144.09
31487,14241,15.88,31.55,16.18,7.82,790.2,5445.56,6235.76
31585,21950,2.42,7.6,35.36,3.2,534.69,5777.82,6312.51
31601,12929,09.07,24.86,19.23,7.19,722.02,7599.9,8321.92
31656,11931,9.24,29.84,17.54,8.24,1448.4,8360.8,9809.2
31739,12491,7.85,28.3,8.5,5.9,362.65,2742.17,3104.82
31808,20060,3.15,11.68,29.27,04.07,328.75,4069.77,4398.52
31813,18471,5.57,16.95,26.63,6.16,505.1,1736.45,2241.55
31896,27986,3.37,9.73,35.78,3.82,514.53,3967.52,4482.05
31933,10276,8.14,27.68,13.08,9.51,316.55,6255.88,6572.43
31954,18174,4.75,11.47,39.85,2.23,874.44,6244.58,7119.02
31971,55463,3.6,10.57,46.95,3.8,1087.25,7394.5,8481.75
31997,31758,8.23,15.14,42.2,4.77,425.03,3378.53,3803.56
32016,25048,7.75,16.25,36,4.41,64.61,4335.25,4399.86
32063,38932,0.75,04.05,56.35,2.36,340.76,5153.19,5493.95
32090,16569,10.16,29.18,20.36,6.12,241.68,2640.32,2882
32188,16010,5.33,16.66,21.1,3.69,400.56,2510.89,2911.45
32315,17085,2.96,9.66,34.73,05.05,231.23,2738.93,2970.16
32383,21814,2.53,9.77,37.68,5.31,369.33,2689.58,3058.91
32387,11115,9.43,29.16,11.94,5.81,1440.54,9049.08,10489.62
32397,20246,04.09,14.84,26.72,3.42,605.74,3140.35,3746.09
32462,11461,14.8,35.62,13.23,6.68,872.72,11109.88,11982.6
32503,22161,1.94,7.2,51.18,4.22,358.64,5181.36,5540
32509,26007,4.8,10.96,41.3,2.64,88.7,2500.79,2589.49
32520,12286,12.71,25.55,14.48,5.79,110.97,4975.71,5086.68
32762,9394,2.94,9.64,36.83,6.84,89.45,3588.95,3678.4
32824,14131,7.82,26.14,12.42,5.18,353.83,4654.2,5008.03
32873,21407,4.6,12.59,30.99,3.31,367.33,5934.68,6302.01
32893,28087,0.61,2.78,53.52,2.28,27.49,1836.38,1863.87
32921,5561,44.56,58.41,8.43,16.97,880.21,9164.34,10044.55
32983,13449,3.11,9.86,23.83,5.47,111.07,3115.14,3226.21
33102,13866,5.3,18.02,12.9,4.92,447.63,6226.4,6674.03
33181,13418,5.83,16.49,24.45,5.78,224.8,4842.49,5067.29
33187,18358,6.94,19.83,32.79,5.37,1428.53,6575.2,8003.73
33233,16106,6.61,20.48,16.29,5.68,67.2,4227.9,4295.1
33249,9878,18.79,39.19,8.39,9.11,864.36,4561.76,5426.12
33284,20382,8.19,16.24,41.43,4.59,740.32,4533.66,5273.98
33397,20020,17.29,30.22,39.71,6.16,772.3,7242.96,8015.26
33467,22290,4.4,11.64,35.9,3.39,38.38,2323.73,2362.11
33497,8433,16.97,42.18,7.21,10.58,2758.9,9695.12,12454.02
33558,14298,9.11,22.94,12.13,7.28,698.38,4450.52,5148.9
33574,16621,3.47,13.94,22.37,5.45,860.27,6584.26,7444.53
33592,18245,3.28,9.69,28.66,2.54,113.19,2225.17,2338.36
33626,18362,3.8,11.01,37.21,3.13,94.97,3498.22,3593.19
33685,18360,2.63,10.15,35.7,4.62,278.64,2706.47,2985.11
33687,16407,12.83,27.5,15.67,5.1,239.72,2903.31,3143.03
33822,10868,9.71,30.88,9.43,7.88,663.76,7228.28,7892.04
33823,17603,3.29,10.34,33.23,3.78,58.24,1243.34,1301.58
33836,18624,3.72,12.43,23.41,6.7,421.75,3534.64,3956.39
33840,15502,3.26,11.08,33.14,6.69,321.96,6939.42,7261.38
33862,11269,13.76,30.81,12.8,08.01,216.8,3824.15,4040.95
33892,9090,20.68,42.26,6.61,14.24,2572.91,6982.76,9555.67
33997,12302,5.72,20.14,18.37,7.17,816.61,6800.61,7617.22
34012,16721,5.5,18.44,18.91,3.89,513.6,3990.54,4504.14
34075,10365,9.68,30.32,9.41,10.98,212.87,6403.36,6616.23
34128,30388,1.42,4.29,59.18,1.87,140.72,2579.88,2720.6
34185,18102,7.82,20.69,25.55,3.82,216.31,5063.33,5279.64
34213,16899,10.73,28.98,17.2,5.16,485.98,4077.64,4563.62
34256,16411,6.18,17.59,31.62,4.6,499.32,4597.29,5096.61
34365,7104,44.54,66.39,3.72,12.37,867.12,2238.89,3106.01
34378,12169,12.12,29.65,16.72,7.83,956.68,8241.94,9198.62
34402,12508,9.8,27.75,18,8.58,1577.48,12154.08,13731.56
34438,12254,11.47,22.96,24.32,6.44,331.04,5892.58,6223.62
34439,12567,8.27,25.62,13.75,8.66,880.44,5158.33,6038.77
34544,11934,10.09,18.45,21.06,5.63,104.17,4099.33,4203.5
34590,9750,3.4,8.25,61.57,6.88,112.41,2242.52,2354.93
34738,14720,08.08,25.15,13.34,4.26,559.86,5439.81,5999.67
34874,15735,15.2,31.51,15.28,6.22,433.21,5695.64,6128.85
34882,12665,11.51,25.28,18.43,6.66,534.04,3060.45,3594.49
34986,18297,8.88,21.69,17,04.04,284.21,2828.41,3112.62
34989,12722,7.31,20.21,15.16,5.64,85.17,2570.42,2655.59
34997,15443,4.57,17.56,14.36,4.5,137.66,2778.4,2916.06
35184,24814,3.38,8.98,41.74,2.25,177.84,3823.66,4001.5
35303,25196,1.15,4.62,42.86,2.77,79.79,2580.79,2660.58
35308,20217,2.44,10.46,30.22,3.59,58.2,2084.49,2142.69
35309,19986,03.04,9.91,37.19,2.47,182.6,2321.27,2503.87
35317,13391,5.35,20.23,15.26,4.54,184.39,2554.01,2738.4
35406,22373,2.67,8.68,37.23,2.76,41.65,699.77,741.42
35418,20256,6.88,16.88,23.93,4.44,43.35,1514.7,1558.05
35445,11742,13.43,34.97,9.93,4.28,618.78,4473.26,5092.04
35481,15701,10.26,21.93,27.48,4.81,217.44,4225.28,4442.72
35573,11435,8.2,27.57,11.31,8.36,343.81,5698.58,6042.39
35701,14220,9.36,27.07,11.33,7.59,1678.08,4253.46,5931.54
35748,17060,3.75,12.99,29.02,4.57,465.96,5063.56,5529.52
35761,15495,9.43,22.7,19.72,6.2,939.47,4833.41,5772.88
35800,20037,1.84,5.98,40.94,2.85,143.51,4097.49,4241
35943,18155,4.27,13.63,23.73,5.7,246.09,4634.69,4880.78
35976,14906,13.43,34.37,9.9,6.7,89.07,879.92,968.99
36006,15981,5.26,15.5,28.13,6.21,136.28,4361.01,4497.29
36048,20759,3.31,11.4,30.97,3.42,391.99,5037.2,5429.19
36094,12270,11.41,32.67,9.19,9.76,920.55,8139.06,9059.61
36118,24386,6,15.06,37.43,07.04,2507.51,9827.83,12335.34
36176,18764,2.96,7.74,39.77,3.34,223.06,3101.18,3324.24
36291,15774,2.84,15.27,19.78,5.61,293.41,3459.04,3752.45
36322,11781,13.67,31.74,12.92,6.96,1280.84,4561.38,5842.22
36326,14861,3.62,12.46,21.82,5.31,957.64,4811.44,5769.08
36365,13825,16.96,32.08,20.35,6.41,570.65,5849.84,6420.49
36659,14399,1.6,8.4,30.51,3.62,137.16,2640.39,2777.55
36676,10747,4.35,10.45,44.3,6.22,267.59,3799.28,4066.87
36701,16308,13.14,31.78,12.16,6.69,530.57,4674.45,5205.02
36793,9244,30.07,48.01,9.2,9.83,950.75,7159.61,8110.36
36830,9961,18.35,43.15,11.26,12.39,2581.96,11466.15,14048.11
36930,12028,16.94,36.9,18.39,8.28,1449.39,10937.42,12386.81
36955,9060,23.05,49.37,7.46,9.23,1664.84,3049.23,4714.07
37049,20217,10.14,25.57,25.74,5.79,441.08,5056.46,5497.54
37060,13169,14.49,24.61,17.42,3.99,48.58,3809.48,3858.06
37120,13733,14.87,29.14,21.79,6.15,822.57,3492,4314.57
37319,13854,13.67,38.7,6.95,7.32,106.68,2016.5,2123.18
37352,13345,6.13,15.84,18.6,05.03,372.83,3295.53,3668.36
37391,14844,12.91,28.15,16.42,7.15,543.6,3993.92,4537.52
37520,12712,7.93,18.34,19.27,04.09,228.53,3601.69,3830.22
37649,13384,8.98,21.56,14.22,7.34,467.36,4510.59,4977.95
37670,18553,3.42,13.45,22.81,3.35,619.57,2284.35,2903.92
37708,10436,11.28,31.06,15.97,6.21,1153.03,7048.29,8201.32
37729,28940,4.26,13.03,49.32,5.41,509.18,6256.36,6765.54
37757,12472,10.45,21.78,14.08,05.06,398.42,6667.17,7065.59
37825,23867,4.46,12.63,40.92,4.72,255.74,3385.32,3641.06
37861,16721,7.87,21.37,21.13,5.3,809.72,5856.61,6666.33
37960,15993,3.53,13.58,21.01,4.3,536.69,9352.36,9889.05
37986,12017,15.95,41.66,9.55,9.63,3583.48,27010.77,30594.25
37991,28019,2.95,07.08,53.72,2.27,106.93,2511.63,2618.56
38091,16155,8.17,21.8,24.52,7.28,230.76,5660.33,5891.09
38125,12047,31.16,50.1,12.38,8.59,568.75,5284.79,5853.54
38142,11418,6.46,17.96,12.65,7.4,620.71,4840.17,5460.88
38145,15960,10.47,24.83,19.31,7.11,408.34,4390.35,4798.69
38149,16635,3.9,13.79,25.76,4.14,260.35,4315.36,4575.71
38195,18436,3.83,12.89,27.98,5.42,87.26,3174.56,3261.82
38372,14225,7.81,21.26,19.27,5.15,885.56,2878.05,3763.61
38386,10547,17.42,37.76,13.54,8.45,1332.66,6682.63,8015.29
38518,19954,08.09,20.84,21.82,3.83,59.64,2831.8,2891.44
38686,14327,4.17,15.94,18.27,4.59,176.25,3732.99,3909.24
38705,10975,10.63,32,12.96,8.5,168.57,4627.88,4796.45
38719,16288,3.34,6.65,71.16,4.42,672.46,5046.59,5719.05
38793,21471,6.29,15.85,35.03,4.13,932.05,5891.14,6823.19
38901,10409,9.54,22.08,14.69,4.37,1085.11,3610.84,4695.95
38961,18289,5.65,15.96,21.32,4.12,282.16,4480.21,4762.37
39103,25537,6.64,16.83,37.7,04.03,297.32,3897.9,4195.22
39162,18522,3.18,12.58,26.8,02.06,401.67,3549.73,3951.4
39498,14635,11.81,29.67,19.21,3.45,567.54,5334.47,5902.01
39729,16789,5.1,14.85,25.9,3.66,477.21,4535.94,5013.15
39757,12277,20.79,36.26,9.73,7.5,374.18,6406.52,6780.7
39802,13854,10.84,23.84,17.03,7.85,574.24,4296.38,4870.62
39806,11329,11.35,30.5,21.1,7.67,958.15,6354.87,7313.02
39983,22632,3.26,11,36.01,04.07,111.56,4376.74,4488.3
39990,15598,11.58,26.02,18.99,7.65,364.19,4681.09,5045.28
40052,21200,2.31,08.07,36.63,3.45,221.18,3888.15,4109.33
40079,10584,05.03,14.36,31.76,9.2,449.15,6313.13,6762.28
40087,17260,5.31,16.42,41.18,6.44,636.96,5810.42,6447.38
40091,30852,4.82,10.4,49.12,04.03,974.36,13650.41,14624.77
40148,15410,8.66,22.1,24.05,3.17,1239.22,4682.21,5921.43
40153,14793,2.44,9.91,23.85,3.77,213.14,3415.12,3628.26
40181,19725,7.99,22.92,20.36,5.41,1265.25,9165.54,10430.79
40213,10924,12.32,29.69,13.37,9.69,1095.4,6878.83,7974.23
40263,29118,1.98,5.48,52.06,2.75,349.61,3920.29,4269.9
40318,11739,4.19,17.79,13.91,4.53,331.36,3903.95,4235.31
40452,16415,5.46,18.94,17.8,4.57,650.56,3139.02,3789.58
40641,11760,15.28,28.52,23.41,6.93,798.39,5508.05,6306.44
40663,13820,6.36,22.05,14.94,4.79,743.07,5412.89,6155.96
40674,11474,8.42,25.02,10.5,9.95,867.49,8234.24,9101.73
40709,10726,11.99,25.12,15.97,4.96,1477.94,7734.63,9212.57
40773,12813,9.36,25.12,10.11,6.97,617.09,6722.67,7339.76
40775,11451,8.91,25.24,18.29,7.69,394.74,4197.55,4592.29
40822,18231,8.19,19.84,22.48,4.45,87.1,2893.5,2980.6
40822,11794,11.39,28.58,9.87,8.15,690.29,8622.72,9313.01
40949,17376,2.92,11.27,28.3,7.22,1812.62,3277.2,5089.82
40961,11296,10.68,27.03,16.49,5.98,524.67,6233.68,6758.35
41036,10670,13.01,31.39,15.85,9.45,445.94,4287.54,4733.48
41100,23841,3.32,9.64,32.37,3.66,315.14,2781.21,3096.35
41194,12140,13.49,31.18,13.13,9.19,1700.7,5291.66,6992.36
41259,18924,9.61,18.32,30.16,4.31,333.19,3158.41,3491.6
41333,11038,18.49,37.27,12.14,8.28,658.05,4167.63,4825.68
41643,11481,16.51,37.12,17.69,6.92,2047.92,6650.96,8698.88
41659,36509,1.59,4.79,53.58,2.33,324.61,1602.62,1927.23
41688,16298,3.77,14.49,21.76,4.58,596.65,9605.17,10201.82
41711,11252,15.92,34,23.41,8.85,1501.93,7502.41,9004.34
41856,9115,13.42,37.84,7.68,12.4,4877.06,8770.11,13647.17
41882,10013,11.14,26.04,27.04,9.73,734.56,6596.53,7331.09
41943,11495,10.29,22.13,20.58,5.4,1462.29,6068.38,7530.67
41958,14760,3.79,11.01,34.88,5.68,589.98,4825.97,5415.95
41967,11351,28.9,49.75,8.23,10.91,1214.45,6534.41,7748.86
42045,12783,10.43,28.38,16.73,07.05,1622.96,10389.18,12012.14
42155,12767,5.99,17.5,19.77,7,380.43,5688.05,6068.48
42198,11936,16.05,30.39,17.05,8.77,847.77,7632.05,8479.82
42355,6125,48.23,73.66,1.72,13.37,1313.17,3831.63,5144.8
42655,19147,3.38,12.49,26.62,4.48,319.39,4392.09,4711.48
42762,17814,10.54,22.74,26.44,4.43,220.58,4878.56,5099.14
42892,9434,2.91,13.65,15.91,3.67,90.01,3254.08,3344.09
42985,14897,7.15,25.43,12.26,5.29,373.65,4739.07,5112.72
43184,17170,4.55,13.63,24.35,3.86,517.46,3570.27,4087.73
43207,16259,5.42,17.52,16.37,5.35,686.47,5304.57,5991.04
43264,10293,17.48,37.55,9.81,7.63,1587.93,8580.89,10168.82
43426,12734,7.65,26.22,10.85,4.17,439.29,6521.55,6960.84
43467,12142,14.51,34.09,23.43,6.9,3414.57,11646.63,15061.2
43548,24467,4.17,11.99,40.94,3.86,152.07,3321.36,3473.43
43627,13331,8.56,28.27,13.69,05.01,499.59,9100.96,9600.55
43726,12531,6.65,19.26,14.83,5.57,260.89,5367.71,5628.6
43762,19847,1.76,07.02,34.29,3.53,188.22,3403.37,3591.59
43764,13468,6.66,19.49,21.41,4.32,200.94,5237.34,5438.28
43858,20595,1.37,5.1,48.76,2.41,161.68,2942.65,3104.33
43877,11997,19.97,43.81,9.12,9.35,353.39,2444.09,2797.48
43929,13107,5.12,15.78,25.72,4.75,345.37,5715.12,6060.49
44129,15808,7.22,18.66,28.25,5.33,845.51,10025.33,10870.84
44350,11171,9.16,25.67,15.43,5.86,140.42,1929.7,2070.12
44630,21449,4.32,11.49,41.89,4.47,188.02,1346.39,1534.41
44639,10367,20.83,42.8,17.41,9.64,845.39,9292.57,10137.96
44654,10830,14.59,30.72,15.1,6.51,816.02,6677.3,7493.32
44683,10222,7.18,22.27,10.76,7.94,515.95,7032.15,7548.1
44685,17430,4.2,13.08,23.96,4.99,540.49,5887.21,6427.7
44757,11921,2.4,7.93,49.01,5.52,220.96,4890.8,5111.76
44822,18012,7.18,24,14.2,5.82,348.12,3804.64,4152.76
44922,12983,10.5,23.03,27.24,5.97,791.96,6476.47,7268.43
44962,12619,9.51,25.97,13,8.22,488.86,5127.6,5616.46
44972,12206,9.47,20.99,33.72,6.63,1577.75,9695.61,11273.36
45048,12967,11.31,27.3,17.19,7.29,581.98,5701.29,6283.27
45061,18722,8.61,22.13,25.36,5.57,373.88,4309.42,4683.3
45206,12329,11.64,31.65,16.1,6.22,2678.55,12667.04,15345.59
45226,9081,18.51,38.54,15.58,12.45,559.55,10379.78,10939.33
45309,11812,8.47,24.18,17.76,6.61,901.76,7318.13,8219.89
45532,16723,6.55,21.62,17.59,04.01,89.94,3130.42,3220.36
45549,9535,9.19,30.73,8.39,12.83,2344.68,7747.54,10092.22
45608,15882,4.26,15.79,22.32,7.16,896.83,3195.61,4092.44
45857,11517,4.85,13.08,32.75,7.14,493.46,8139.16,8632.62
45895,15912,3.28,13.58,22.02,4.38,265.42,4055.56,4320.98
45991,12992,10.3,28.57,12.78,7.84,369.3,5030.67,5399.97
46079,14643,4.64,19.86,14.95,7.89,673.62,5105.73,5779.35
46080,11385,4.83,16.93,22.16,06.09,345.45,4100.26,4445.71
46109,12914,11.05,26.22,20.37,6.66,1164.57,5575.97,6740.54
46194,16668,9.6,26.93,16.36,5.26,1357.38,7225.26,8582.64
46209,15269,2.1,05.02,63.78,5.43,138.1,6113.32,6251.42
46325,17093,8.75,25.73,16.07,4.79,832.58,6830.94,7663.52
46380,12606,7.24,19.98,15.05,7.63,865.28,7464.9,8330.18
46521,15316,5.28,15.27,25.52,3.72,293.63,5903.35,6196.98
46535,12360,13.22,26.75,21.17,5.1,572.35,5265.23,5837.58
46567,14742,10.75,28.56,18.88,8.65,1576.9,6603,8179.9
46951,13791,5.93,18.27,17.94,07.01,524.76,8117.95,8642.71
47025,25131,5.87,14.66,35.8,3.91,125.54,5088.28,5213.82
47039,17002,09.07,20.82,20.91,5.31,155.42,4012.02,4167.44
47089,17047,5.84,15.72,31.61,4.6,313.89,2631.36,2945.25
47181,21292,9.78,25.41,21.52,7.2,1399.48,11091.59,12491.07
47217,16747,4.56,19.32,20.5,4.66,536.18,6743.54,7279.72
47358,16717,3.22,14.04,22.32,3.86,79.56,2838.22,2917.78
47564,13686,10.56,23.51,14.35,7,868.12,4843.49,5711.61
47585,21518,03.08,8.28,31.81,2.92,383.35,3574.56,3957.91
47669,9429,27.22,49.9,6.93,9.88,1964.89,5359.15,7324.04
47828,18573,4.47,16.32,22.16,4.3,294.92,3347.5,3642.42
47923,24080,2.64,7.71,45.56,2.64,194.49,3855.9,4050.39
48290,25441,4.69,11.12,36.39,3.63,398.76,4482.6,4881.36
48404,24230,5.82,11.04,38.35,4.77,560.45,5700.67,6261.12
48414,15744,18.23,35.46,18.21,7.69,294.3,4128.14,4422.44
48478,22137,5.33,14.32,33.68,3.11,148.57,2640.19,2788.76
48622,15426,6.67,21.94,19.21,7.56,529.02,3452.56,3981.58
48718,24330,7.88,19.69,37.48,05.02,366.34,5410.63,5776.97
48735,9183,26.89,40.73,14.8,9.65,758.39,8050.63,8809.02
48761,14374,10.58,25.96,20.54,5.68,521.87,7345.85,7867.72
48949,11268,13.33,32.56,17.12,6.9,1691.21,9213.38,10904.59
48997,12593,13.64,33.07,16.67,5.66,1275.11,9192.55,10467.66
49188,10887,14.08,31.37,18.4,11.25,3834.1,8997.38,12831.48
49256,13339,10.77,16.58,26.39,4.41,83.27,4210.9,4294.17
49381,13071,13.8,28.92,25.88,6.58,234.82,5064.91,5299.73
49389,18574,09.02,22.22,21.25,4.97,199.45,4374.02,4573.47
49425,11902,7.24,14.24,29.28,05.08,121.02,5247.7,5368.72
49676,12740,11.53,24.6,13.24,5.25,145.74,5494.94,5640.68
49708,14953,5.32,20.82,19.01,5.55,1168.18,6013.22,7181.4
49832,13613,18.52,33.25,12.08,8.8,674.31,3941.82,4616.13
49847,14601,10.13,26.64,16.47,5.88,2037.32,5511.01,7548.33
49848,20566,4.45,12.66,37.63,2.81,76.92,1110.39,1187.31
49938,19099,6.22,18.1,23.39,5.5,136.48,5457.1,5593.58
49998,13297,11.25,30.7,17.89,8.23,1818.82,10855.84,12674.66
50008,13351,5.36,15.41,22.14,6.2,199.81,4754.77,4954.58
50024,18444,10.57,25.17,21.5,4.56,409.11,5287.25,5696.36
50323,13160,6.78,18.17,20.13,5.79,402.75,4874.22,5276.97
50380,14387,14.33,33.08,15.97,5.57,150.88,2939.22,3090.1
50418,11472,8.85,28.73,6.73,9.21,395.44,4073.84,4469.28
50452,16575,10.02,26.18,13.58,5.28,384.07,4329.75,4713.82
50553,24812,1.51,7,37.16,03.06,144.9,3508.59,3653.49
50618,14059,5.6,16.54,16.87,4.62,410.47,3629.48,4039.95
50627,11774,11.21,30.3,12.97,8.76,2493.17,7681.65,10174.82
50686,17520,7.41,19.05,24.89,4.86,327.36,4109.74,4437.1
50689,18120,5.44,14,25.55,4.48,345.39,5361.21,5706.6
50961,16151,7.79,23.64,21,4.69,1846.45,10816.24,12662.69
51003,10898,9.55,19.28,21.43,6.24,74.09,5634.96,5709.05
51206,14914,7.89,19.75,16.32,3.5,179.38,2659.8,2839.18
51266,16196,9.97,23.7,18.39,5.51,904.83,3982.72,4887.55
51418,15464,8.5,21.96,21.02,7.13,572.76,4499.45,5072.21
51555,14037,6.1,15.48,20.45,5.98,180.36,4498.47,4678.83
51618,18654,5.9,16.38,24.89,3.7,462.3,5670.54,6132.84
51638,9796,26.03,46.16,9.96,8.41,1262.31,3798.41,5060.72
51874,14638,13.79,27.68,13.89,6.45,1195.76,6305.28,7501.04
51881,10398,9.35,26.66,9.48,8.18,309.78,2708.2,3017.98
52133,14447,6.14,18.84,15.53,5.85,197.14,6512.56,6709.7
52141,11831,17.59,36.09,12.26,07.06,919.33,5227.58,6146.91
52179,13698,05.02,14.77,28.16,4.73,339.31,17859.42,18198.73
52267,12687,05.06,17.72,16.81,6.58,513,5817.74,6330.74
52303,19930,4.53,12.15,27.19,3.68,270.09,2023.89,2293.98
52315,17215,2.53,9.65,43.46,3.89,160.72,3298.75,3459.47
52376,11037,10.23,32.78,14.02,10.31,2105.73,7093.95,9199.68
52422,25791,02.04,07.07,36.98,2.72,144,2103.36,2247.36
52434,19383,6.97,15.22,32.38,3.83,177.06,3987.64,4164.7
52456,9262,2.45,6.23,58.92,5.98,219.36,3689.74,3909.1
52721,11326,5.73,18.56,15.87,7.25,1073.8,6101.28,7175.08
52931,16700,3.64,13.32,24.25,4.93,487.28,5006.5,5493.78
53008,12106,9.83,26.12,19.83,8.21,284.04,5870.71,6154.75
53056,11344,20.69,42.55,12.42,8.71,385.23,3850.44,4235.67
53240,18966,3.63,10.78,37.02,3.67,908.08,6418.34,7326.42
53310,17107,2.73,8.52,35.99,3.79,316.1,5085.73,5401.83
53549,11492,12.91,28.16,15.31,7.85,275.38,5234.07,5509.45
53672,21497,2.62,9.37,37.02,3.55,470.21,2417,2887.21
53691,20699,3.83,11.27,31.33,3.96,270.88,4952.91,5223.79
53762,14865,9.5,22.53,20.58,4.49,551.55,4895.71,5447.26
53797,15393,5.68,18.6,18.92,5.21,285.38,3708.2,3993.58
53884,15820,7.2,22.12,20.12,7.65,887.01,3202.46,4089.47
54021,15810,8.49,25.52,17.18,5.45,285.73,5144.94,5430.67
54052,18228,3.61,11.92,45.02,4.81,57.79,2464.39,2522.18
54063,18392,2.94,12.45,21.73,5.56,441.72,2813.69,3255.41
54249,8658,21.16,41.07,09.06,8.18,1469.9,7496.5,8966.4
54718,29044,03.05,6.82,63.68,4.8,475.46,3738,4213.46
54732,12684,17,37.58,15.98,5.3,1486.61,8773.3,10259.91
54780,12963,20.35,38.66,12.63,7.2,902.54,7276.73,8179.27
54827,11593,14.07,29.06,16.5,9.92,1219.13,11175.31,12394.44
54844,12005,11.89,27.58,20.85,10.76,563.33,5957.57,6520.9
55002,11691,12.26,26.26,26.89,5.78,827.14,6242.33,7069.47
55006,11843,8.38,21.39,19.6,4.82,155.25,5691.4,5846.65
55076,12332,15.17,29.31,15.79,6.83,933.19,7180.35,8113.54
55180,11467,7.35,15.1,23.87,5.91,144.2,4906.1,5050.3
55530,12077,9.78,26.95,20.74,6.21,1202.99,9584.68,10787.67
55551,10693,15,38.62,13.47,6.47,875.19,6934.07,7809.26
55900,32489,1.9,5.27,65.16,2.4,241.21,5743.65,5984.86
56065,7238,46.43,69.4,5.26,12.78,1496.64,6797.4,8294.04
56177,14921,7.29,15.51,23.84,3.85,64.14,3807.28,3871.42
56216,10237,17.12,30.87,15.79,9.99,545.75,7356.84,7902.59
56475,18859,05.02,16.79,24.22,4.49,141.06,2659.71,2800.77
56741,19330,3.2,11.78,27.28,4.19,314.07,4690.64,5004.71
56788,15964,4.76,20.07,21.8,4.97,361.82,4598.1,4959.92
56958,14915,5.89,14.86,25.3,03.09,138.56,3294.13,3432.69
57140,9530,14.49,34.5,16.56,11.05,1476.93,7371,8847.93
57287,16067,9.19,22.75,28.6,7.34,1368.23,10780.37,12148.6
57407,16941,7.38,21,23.66,5.8,778.93,3115.73,3894.66
57483,10527,8.83,27.66,15.83,8.33,321.08,6885.88,7206.96
57546,12377,9.4,21.58,19.42,05.01,303.26,4355.15,4658.41
57878,16777,8.94,21.02,26.48,06.05,455.62,3165.73,3621.35
58012,11089,28.42,49.46,10.71,10.87,871.02,4621.91,5492.93
58041,11057,23.34,44.38,14.2,10.94,1075.77,5547.47,6623.24
58043,13931,3.4,10.38,24.75,3.76,175.54,2916.07,3091.61
58282,14708,11.24,27.54,29.3,5.67,1756.32,8930.03,10686.35
58362,11018,6.21,24.21,11.26,7.16,1007.94,5920.63,6928.57
58441,46070,4.43,11.26,48.97,3.8,52.25,2326.01,2378.26
58724,9706,16.7,34.55,10,12.78,1644.35,7692.56,9336.91
59070,12399,13.74,29.99,21.08,8.93,1756.74,9363.76,11120.5
59177,10454,22.12,47.73,6.1,8.44,1348.6,2899.17,4247.77
59459,12161,10.09,28.67,12,8.19,439.73,4909.26,5348.99
59479,15618,10.96,27.41,15.85,5.13,332,4526.77,4858.77
59564,12276,20.28,39.19,14.61,6.73,1285.83,5130.36,6416.19
59646,13224,6.33,20.82,18.76,6.39,1461.01,7997.16,9458.17
59682,12916,11.44,25.79,11.82,5.53,950.76,5320.55,6271.31
59718,16258,5.2,15.86,29,4.87,111.67,2364.17,2475.84
60110,26943,5.83,12.68,46.63,3.96,225.99,3845.13,4071.12
60167,26230,2.66,9.58,40.44,3.38,599.45,5636.7,6236.15
60394,17825,5.71,15.38,31.26,4.78,727.83,4976.1,5703.93
60536,11461,11.86,23.42,25.08,5.67,203.69,6443.62,6647.31
60569,26354,1.71,5.64,46.92,3.27,293.54,4252.35,4545.89
60569,18988,04.09,13.22,28.58,03.09,134.19,4198.4,4332.59
60633,10616,4.65,13.51,47.94,6.83,815.98,3669.55,4485.53
60738,13290,16.24,30.03,22.41,6.15,893.29,4078.2,4971.49
61018,12982,10.72,34.13,11.83,9.91,2423.47,9811.74,12235.21
61284,12118,18.87,34.29,10.7,7.78,774.19,6688.5,7462.69
61368,11108,12.14,33.44,9.9,7.94,1432.56,6883.65,8316.21
61444,16159,11.39,29.95,16.61,5.88,487.27,2789.45,3276.72
61492,28307,3.65,11.56,34.86,3.29,360.34,5492.62,5852.96
61607,13079,9.4,24.92,22.99,5.56,697.28,7370.37,8067.65
61741,12390,10.03,26.96,17.49,5.39,1020.91,11250.65,12271.56
61815,14304,8.95,27.66,11.97,5.88,1707.41,5258.05,6965.46
61842,16219,7.97,19.24,19.18,4.78,611.64,4781.77,5393.41
61921,11901,8.81,26.4,16.46,7.89,2082.86,9425.42,11508.28
61945,7260,35.64,59.08,3.91,12.46,2956.98,4214.39,7171.37
62195,15153,5.72,17.42,14.87,6.63,720.85,4624.86,5345.71
62632,12645,05.01,17.89,16.66,5.84,602.99,4846.24,5449.23
63126,21764,4.12,10.4,35.8,4.81,541.12,4865.48,5406.6
63221,13978,7.3,20.84,12.36,04.01,236.43,4516.38,4752.81
63374,19569,5.55,15.9,25.41,5.19,996.19,8001.67,8997.86
